adi,is_nevi,is_nevi_tnm,akaryakit_dagitim_sirketi,akaryakit_dagitim_sirketi_tnm,lpg_dagitim_sirketi,lpg_dagitim_sirketi_tnm,tesis_turu,tesis_turu_tnm,ilce_uavt,ilce,mahalle_uavt,mahalle_adi,latitude,longitude
PETROFİS AKARYAKIT DAĞITIM HİZMETLERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,29.20100302,40.98563868
BERKO GAYRİMENKUL İNŞAAT TAAHHÜT TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,3,Aytemiz,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40758,ÖMERLİ,29.33214748,41.08486222
KAMAN DENİZCİLİK PETROL ÜRÜNLERİ PAZARLAMA NAKLİYAT VE TİCARET A.Ş.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40230,NİSBETİYE,29.01527361,41.06987982
SARPER PETROLCÜLÜK LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40235,LEVENT,29.01774089,41.08772462
BUHARA PETROL ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2052,ÇEKMEKÖY,40751,EKŞİOĞLU,29.24273605,41.02663493
ORSAY SAN.ÜRÜN.ÜRET.VE PAZ.AŞ.,2,Akaryakıt Lpg,12,Petrol Ofisi,28,Milangaz,1,Aktif,1663,ŞİŞLİ,40708,PAŞA,28.96860150,41.04799605
YAŞAR İNŞAAT PETROL VE PET.ÜRÜN.SAN.VE TİC.A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1186,BEYOĞLU,40265,YENİŞEHİR,28.97933781,41.04156691
PETROL OFİSİ ANONİM ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40207,ALTINTEPSİ,28.89363037,41.03651323
ELFA PETROL İNŞAAT NAKLİYE TURİZM TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,40881,ATATÜRK,28.62405770,41.03602095
SÜREYYAPAŞA PETROL VE AK.ÜRN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,2012,MALTEPE,40623,ZÜMRÜTEVLER,29.16276796,40.95044029
BP PETROLLERİ A.Ş,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1421,KADIKÖY,40514,FENERBAHÇE,29.04183468,40.98061711
FAHSEL OTOM.AKAR.ÜRÜN.PAZ.SAN.VE TİC.A.Ş,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2015,TUZLA,40722,ŞİFA,29.35201815,40.82407346
ÜSKÜDAR AKARYAKIT SANAYİ TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,25,Starpet,,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,40819,SELAMİ ALİ,29.02624217,41.02753436
KAPTANLAR TUR.PAZ.SAN.VE TİC.A.Ş.,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,1336,GAZİOSMANPAŞA,40449,YILDIZTABYA,28.93356718,41.06579205
ESENKENT PETROL ÜRN.PAZ.TUR.İNŞ.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2053,ESENYURT,181518,AŞIK VEYSEL,28.67180478,41.05541200
GNS PETROL ÜRÜNLERİ İNŞAAT TURİZM VE OTOMOTİV TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2012,MALTEPE,40618,GİRNE,29.13796998,40.93778536
ÇELİKSOY PETROL GID NAKLİYE İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1782,BÜYÜKÇEKMECE,40883,GÜZELCE,28.52334775,41.00956266
DİNÇ PETROL VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2004,BAĞCILAR,40162,MERKEZ,28.86681223,41.02964793
AYTEMİZ PETROLCÜLÜK TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2005,BAHÇELİEVLER,40184,ÇOBANÇEŞME,28.82271767,41.00099729
ÖZTURAN PETR. GIDA OTO İNŞ. SAN. VE TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2048,ARNAVUTKÖY,40483,BOĞAZKÖY İSTİKLAL,28.78756392,41.15285325
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1708,ÜSKÜDAR,40809,KISIKLI,29.07526394,41.02251880
FULPET PETROL DAĞITIM SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40576,FATİH,29.21650090,40.96642276
ERKA PETROL   İNŞAAT  TURİZM SANAYİ VE  TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1449,KARTAL,40558,ÇAVUŞOĞLU,29.20341709,40.89677383
DOCO PETROL VE DANIŞMANLIK ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2053,ESENYURT,40858,SAADETDERE,28.69511540,41.00012885
MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,28.37078083,41.08342301
KAPLANER MÜH.İNŞ.TUR.PETROL LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2015,TUZLA,40718,EVLİYA ÇELEBİ,29.29543120,40.83917265
BAŞARI AKARYAKIT NAK. OTOM. İNŞ. TAAH. HAY. GI. TRZ. SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2014,SULTANBEYLİ,40949,ABDURRAHMANGAZİ,29.25715278,40.96939307
TUSEM PETROL ENERJİ NAK.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,31,Uspet,36,Petro Gaz,1,Aktif,1835,PENDİK,40633,BATI,29.22049877,40.87931655
MAS PETROL ÜRN.PAZ.İNŞ.OTOM.GIDA VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2015,TUZLA,40731,FATİH,29.34690737,40.92753109
AYTEMİZ GAZ TİC. A.Ş. ,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1835,PENDİK,40642,VELİBABA,29.25959823,40.89866138
GİZEM PETROL ÜRÜN.VE İNŞ.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,28.62519605,41.05981154
AYTEMİZ PETROLCÜLÜK TİCARET LİMİTED ŞİRKET,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1835,PENDİK,40648,YEŞİLBAĞLAR,29.22487999,40.89684752
CANSOY PET.AK.DAĞ.VE TUR.İŞL.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,24,Bpet,49,Bpet,1,Aktif,1659,ŞİLE,191889,MEŞRUTİYET,29.56129221,41.16792395
KIRAL PETROL ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,36,Petro Gaz,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,28.90779069,41.01519328
TUNCELLER PETROL GIDA SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40933,FEVZİPAŞA,27.99974117,41.09568787
BP PETROLLERİ AŞ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1810,KAĞITHANE,40543,MERKEZ,28.97806908,41.08524513
DOĞA PETROL ÜRÜNLERİ VE İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2016,ESENLER,40351,TUNA,28.85814548,41.05223539
ADAR AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1336,GAZİOSMANPAŞA,40455,MERKEZ,28.90624368,41.05809494
ALKAN PETROL MARKET VE TİC.AŞ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2052,ÇEKMEKÖY,40769,CUMHURİYET,29.22565949,41.02483800
ZENGİN PETROL SANAYİ TİC.AŞ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1810,KAĞITHANE,40541,HAMİDİYE,28.97994625,41.10135832
BABAN PETROL ÜRÜN.SAN.VE TİC.A.Ş.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1421,KADIKÖY,40524,ERENKÖY,29.08365389,40.97086977
BP PETROLLERİ A.Ş.,1,Akaryakıt,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,28.64951142,41.06737905
KORT PLASTİK AKARYAKIT ÜR.PAZ.SAN.VE TİC.AŞ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,29.05456576,41.04893433
GÜLPAŞ PETROL VE PETROL ÜRÜNLERİ PAZ. TİC. ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40169,15 TEMMUZ,28.81262805,41.02742799
PAK PETROL İNŞ.İHR.İTH.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1185,BEYKOZ,40237,GÜMÜŞSUYU,29.09358583,41.13060422
İSHAKOĞLU GIDA NAK.VE  İNŞ. SAN. VE DIŞ TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40213,MURATPAŞA,28.90763786,41.05105998
KAREKSAN GIDA PETROL ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1449,KARTAL,40563,KORDONBOYU,29.16409097,40.89834808
ALEMDAĞ ENERJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2052,ÇEKMEKÖY,40749,ALEMDAĞ,29.23965046,41.05215547
AKTAŞ ELEKTRİK PET.ÜRN.VE NAKLİYAT LTD.ŞTİ ,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,191995,KOÇULLU,29.34045862,41.08178999
KAPICIOĞLU PETROL AKAR.ÜRÜN.PAZ.VE TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40848,FATİH,28.58403678,41.02184205
YAMAÇ PETROL LİMİTED ŞİRKETİ,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40753,ÇAMLIK,29.19039046,41.01450336
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,28.89697717,41.00805522
CEMRE PETROL ÜRÜNLERİ GIDA NAKLİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2050,BAŞAKŞEHİR,40872,BAHÇEŞEHİR 2. KISIM,28.68809499,41.06005547
İLKEM PETROL TEKSTİL SAN.VE DIŞ TİC.A.Ş.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1237,ÇATALCA,40897,FERHATPAŞA,28.47029877,41.13283082
ÇELİKLER PET.ÜRÜN.İNŞAAT GIDA VE OTOM.SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,28.80304559,41.04331261
YÜZYIL PETROL ÜRÜNLERİ VE TURİZM ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40176,100. YIL,28.85260992,41.05629933
KÜRÜM PETROL TİC. LTD. ŞTİ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,29.06445839,41.05127969
PINARCILAR PETROL ÜRÜNLERİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1237,ÇATALCA,191805,KESTANELİK,28.49171624,41.22746255
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1835,PENDİK,,,29.24706720,40.90179529
HALKALI PETROL TİCARET AŞ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40591,ATATÜRK,28.79969520,41.04893356
HİLAL PETROL ÜRÜN.İNŞ.TAAH.GIDA MAD.DAY.TÜK.MAL.PAZ.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1449,KARTAL,40559,ESENTEPE,29.19526880,40.91110469
İSTANBUL ENERJİ SAN.VE TİC.A.Ş.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1327,FATİH,99127,AKSARAY,28.94995966,41.00370175
" NATURELGAZ SANAYİ VE TİCARET ANONİM ŞİRKETİ",4,Cng,,Bilinmiyor,,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40359,ALİBEYKÖY,28.94878040,41.08395433
SEL PETROL İNŞ.GIDA VE MADENCİLİK SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40644,ÇINARDERE,29.24902912,40.89574571
BP PETROLLERİ AŞ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1604,SARIYER,40672,PINAR,29.02328986,41.10851251
TEKOĞLU PETROL TURİZM İNŞ.NAK.TAAH.SAN.VE TİC.LTD.ŞTİ,1,Akaryakıt,5,BP,14,Bp Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40599,YARIMBURGAZ,28.75635697,41.04264208
ZİYADE PETROL ÜRN. GIDA OTOM. İNŞ. VE TAAHHÜT SAN. VE TİC. A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1835,PENDİK,40631,KAYNARCA,29.26301636,40.87607527
TARPET PETROL ÜRN. İNŞAAT NAKLİYAT TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,28.20899049,41.08000350
BP PETROLLERİ A.Ş.,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,2053,ESENYURT,181522,KOZA,28.66075445,41.06871475
DÜNDAR ENERJİ ÜRN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40605,İSTASYON,28.76812558,41.03370432
GÖKKUŞAĞI PETROL ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1325,EYÜPSULTAN,40376,TOPÇULAR,28.91682936,41.04519721
AYTEMİZ PETROLCÜLÜK TİC. LTD. ŞTİ.,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,2016,ESENLER,40354,HAVAALANI,28.86387982,41.05465828
ÜNSOY TURİZM İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1622,SİLİVRİ,40931,SANCAKTEPE,28.11282106,41.07112997
GÜR PETROL ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98701,SARAY,29.11062108,41.03287382
ALKENTLİLER PETROL VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,2,Alpet,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40849,KARAAĞAÇ,28.59256998,41.10824568
REYPET PETROL SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2048,ARNAVUTKÖY,40478,ARNAVUTKÖY MERKEZ,28.74285376,41.18201676
FİLDİŞİ PETROL ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,28.91783023,41.01918556
SEÇ AKARYAKIT GAYRİMENKUL GIDA TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40592,İNÖNÜ,28.80633273,41.02458108
ALICI PETROL ÜRN.İNŞ.EMLAK TUR.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,2053,ESENYURT,40880,AKÇABURGAZ,28.62598391,41.07952740
MONO TRANS ULUSLARARASI TAŞIMACILIK PETROL ÜRÜN. TARIM GIDA İNŞ. EĞİTİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1782,BÜYÜKÇEKMECE,99334,ÇAKMAKLI,28.62583498,41.04084216
PARS VİZYON AKARYAKIT MADENCİLİK NAKLİYAT GIDA İNŞAAT SANAYİ VE TİCARE,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40759,EMEK,29.18824372,41.00697284
BEREKETLİ HALK PETROL PAZARLAMA İNŞ. GIDA TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2016,ESENLER,40354,HAVAALANI,28.87563167,41.05624872
YÜCEL PETROL ÜRÜN.İNŞ.TEKSTİL VE TURİZM SAN.TİC.A.Ş.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40589,GÜLTEPE,28.79089044,40.98858144
HACIOĞULLARI HAZIR BET. SAÇ VE YAPI MLZ.SAN.TİC.AŞ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2015,TUZLA,40723,İSTASYON,29.32389265,40.83580293
KAZDALLAR PETROL ÜRÜNLERİ TİC.AŞ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1739,ZEYTİNBURNU,40840,KAZLIÇEŞME,28.91961874,40.99128692
KURAN GAZ VE AKARYAKIT SAN. VE TİC.LTD.ŞTİ,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,28.88614594,41.00221707
TUNÇER PETROL İNŞ.TAAH. TURİZM İŞLT.SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40565,ORTA,29.21150787,40.91055037
" ONUR PETROLCÜLÜK LİMİTED ŞİRKETİ",2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.83089764,41.05805477
ÜÇEL OTOMOTİV VE İNŞAAT AŞ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,29.25514880,40.88079983
ÇAĞDAŞ PETROL ÜRÜN.PAZ.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,,Bilinmiyor,1,Aktif,2053,ESENYURT,181518,AŞIK VEYSEL,28.67162883,41.06475707
TEKNOMAK PETROL ÜRÜN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2015,TUZLA,40726,TEPEÖREN,29.37344999,40.94263139
HEDEF PETROL İNŞ.OTOM.NAK.DIŞ TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2014,SULTANBEYLİ,40944,BATTALGAZİ,29.26385538,40.99005950
HUN PERAKENDE ENERJİ VE İNŞ.AŞ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40539,GÜRSEL,28.96980524,41.07552344
BAŞAK MÜH.İNŞ.TAAH.SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,1336,GAZİOSMANPAŞA,40456,ŞEMSİPAŞA,28.90753223,41.06827877
VEYSİ GENÇ AKARYAKIT SAN. VE TİC. LTD.ŞTİ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,28.85095980,41.04209302
BP PETROLLERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,40866,YEŞİLKENT,28.65928705,41.02523913
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40603,BEŞYOL,28.79663810,40.99637053
VAHDET PETROL EĞT.HİZ.SAN.VE TİC.AŞ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2053,ESENYURT,40881,ATATÜRK,28.62478209,41.03699088
KAYADİBİ PETROL OTOM.İNŞ.TİC.VE SAN.LTD.ŞTİ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40478,ARNAVUTKÖY MERKEZ,28.73928928,41.18601276
İNTERLAND AÇIKHAVA REKLAMCILIK SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1708,ÜSKÜDAR,40820,SELİMİYE,29.01226015,41.00983903
SHELL PETROL AŞ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,38,Shell-Turcas Petrol,1,Aktif,1325,EYÜPSULTAN,,,28.82221018,41.19566588
BARIŞTEPE PETROL TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40489,HARAÇÇI,28.70304094,41.17913976
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,42,Totalgaz,1,Aktif,1421,KADIKÖY,40525,SAHRAYICEDİT,29.09190576,40.98346922
BP PETROLLERİ ANONİM ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,99749,ATATÜRK,29.10719444,40.98520369
TİTİZ PETROL ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2050,BAŞAKŞEHİR,40357,BAŞAK,28.80430030,41.10452214
YILMAZ TİC.PETROL SAN.VE TÜREVLERİ LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2051,BEYLİKDÜZÜ,40873,KAVAKLI,28.64388918,40.98367542
TAPET PETROL ÜRN.NAK.İNŞ.TAAH.PAZ.TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40459,BARBAROS HAYRETTİN PAŞA,28.89545498,41.07864913
İKİZLER PETROL İNŞ.TUR.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,9,LukOil,46,Akpet,1,Aktif,2053,ESENYURT,181504,AKŞEMSEDDİN,28.70110036,41.02222481
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,140376,MİMAROBA,28.53174022,41.01046948
KALEİÇİ AKARYAKIT GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,33,Pasifik,10,Aygaz,1,Aktif,1237,ÇATALCA,40898,KALEİÇİ,28.45400215,41.15802798
AKAR PETROL ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2051,BEYLİKDÜZÜ,40874,CUMHURİYET,28.63757733,41.00491317
EMKAR PETROL ÜRÜN SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,15,Total,42,Totalgaz,1,Aktif,2014,SULTANBEYLİ,40956,AKŞEMSETTİN,29.29730485,40.95121784
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1810,KAĞITHANE,40535,ÇAĞLAYAN,28.98676537,41.08103855
BOSTANCI PETROL TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,28.21834158,41.08185536
ORTAKÖY PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,7,Enerji Petrol,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,28.37413552,41.09601621
SAYDAM AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2012,MALTEPE,40617,AYDINEVLER,29.12744229,40.94585412
GÜNDOĞDU ÇAY SANAYİ VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,9,LukOil,46,Akpet,1,Aktif,1622,SİLİVRİ,40936,KAVAKLI,28.32816970,41.09109490
SEYHAN İNŞ.MAD.NAK.PET.ÜRÜN.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,9,LukOil,,Bilinmiyor,1,Aktif,2014,SULTANBEYLİ,40953,YAVUZ SELİM,29.28183360,40.95069492
